gru_risk,rl_risk,academic_issue,days_since_last_login,alerts_sent,alerts_responded,engagement_score
HIGH,HIGH,1,7,0,0,0.3
LOW,LOW,1,1,4,2,5.587999999999999
HIGH,HIGH,1,9,5,2,4.548
LOW,LOW,0,5,3,1,6.714666666666667
LOW,LOW,1,5,4,2,2.752
LOW,LOW,1,1,1,0,1.966
HIGH,HIGH,1,8,0,0,3.502
HIGH,HIGH,1,9,2,1,2.51
LOW,LOW,0,2,3,2,5.093333333333334
LOW,LOW,0,5,0,0,7.295999999999999
LOW,LOW,0,4,1,0,4.736
HIGH,HIGH,0,7,0,0,3.18
LOW,LOW,0,4,5,4,7.34
LOW,LOW,0,3,3,2,5.505333333333334
HIGH,HIGH,0,9,0,0,4.984
LOW,LOW,0,5,5,4,5.75
LOW,LOW,0,4,5,5,4.577999999999999
HIGH,HIGH,0,7,1,0,6.949999999999999
LOW,LOW,1,1,5,0,0.6
LOW,LOW,1,5,2,0,0.628
HIGH,HIGH,1,6,5,0,0.0
HIGH,HIGH,1,6,1,0,0.0
LOW,LOW,1,4,5,0,1.306
LOW,LOW,1,4,5,0,1.574
HIGH,HIGH,1,7,5,1,1.638
LOW,LOW,1,2,4,0,0.3
HIGH,HIGH,1,6,5,0,0.006
LOW,LOW,1,3,0,0,1.256
LOW,LOW,1,0,5,2,0.728
HIGH,HIGH,1,7,4,1,2.09
LOW,LOW,0,5,5,2,2.472
HIGH,HIGH,1,8,4,1,2.274
HIGH,HIGH,1,9,4,1,0.724
LOW,LOW,1,4,2,1,2.3080000000000003
LOW,LOW,1,0,1,0,5.821999999999999
LOW,LOW,1,2,1,0,5.449999999999999
HIGH,HIGH,0,8,4,2,4.424
HIGH,HIGH,1,9,2,1,3.294
LOW,LOW,0,2,1,0,3.714
LOW,LOW,1,3,4,1,2.95
LOW,LOW,1,4,5,1,2.606
LOW,LOW,1,4,4,0,2.026
LOW,LOW,1,0,1,0,4.2
LOW,LOW,1,4,3,2,4.287333333333333
LOW,LOW,1,5,1,0,3.204
HIGH,HIGH,1,6,0,0,0.0999999999999999
HIGH,HIGH,1,6,2,1,0.854
HIGH,HIGH,1,6,5,2,4.84
LOW,LOW,1,4,4,2,3.724
LOW,LOW,0,5,4,1,2.866
HIGH,HIGH,0,6,5,3,3.114
LOW,LOW,1,3,0,0,5.084
HIGH,HIGH,0,7,2,1,1.308
HIGH,HIGH,1,7,4,2,6.142
LOW,LOW,1,1,3,2,0.4333333333333333
HIGH,HIGH,0,8,0,0,4.334
LOW,LOW,0,2,3,1,6.870666666666667
LOW,LOW,0,4,4,1,1.5339999999999998
HIGH,HIGH,0,7,0,0,6.414
HIGH,HIGH,1,9,0,0,6.776
HIGH,HIGH,1,7,2,0,6.744
LOW,LOW,1,2,5,4,5.26
LOW,LOW,0,2,1,0,6.012
HIGH,HIGH,1,9,5,3,4.546
LOW,LOW,0,2,3,2,6.757333333333334
LOW,LOW,0,1,1,0,4.337999999999999
HIGH,HIGH,0,9,5,2,6.582000000000001
HIGH,HIGH,0,8,0,0,5.534
HIGH,HIGH,1,9,1,0,2.3400000000000003
HIGH,HIGH,1,9,1,0,4.826
LOW,LOW,1,4,0,0,0.032
LOW,LOW,1,1,3,1,3.262666666666667
HIGH,HIGH,1,8,0,0,5.784
HIGH,HIGH,1,6,2,0,3.15
LOW,LOW,1,3,0,0,4.158
LOW,LOW,0,2,0,0,2.9799999999999995
HIGH,HIGH,1,8,1,0,3.52
LOW,LOW,0,4,2,0,3.708
LOW,LOW,0,4,3,2,0.6793333333333333
LOW,LOW,1,0,5,3,2.038
HIGH,HIGH,0,8,2,1,5.815999999999999
HIGH,HIGH,1,8,5,3,3.4400000000000004
LOW,LOW,1,1,1,0,3.73
LOW,LOW,0,3,2,1,4.142
LOW,LOW,0,5,5,4,3.5
HIGH,HIGH,1,7,2,1,5.001999999999999
HIGH,HIGH,0,8,0,0,4.652000000000001
LOW,LOW,1,2,2,1,2.016
LOW,LOW,0,2,1,0,5.805999999999999
HIGH,HIGH,0,7,0,0,4.05
LOW,LOW,0,2,2,1,5.088
HIGH,HIGH,0,8,5,4,6.7940000000000005
HIGH,HIGH,0,8,4,3,8.107999999999999
HIGH,HIGH,0,9,1,0,6.5760000000000005
LOW,LOW,0,1,1,0,5.709999999999999
HIGH,HIGH,0,7,3,1,5.748666666666666
HIGH,HIGH,0,9,3,2,5.731333333333334
LOW,LOW,0,4,1,0,6.234000000000001
LOW,LOW,1,0,2,1,3.3600000000000003
HIGH,HIGH,0,7,2,0,2.076
LOW,LOW,0,2,5,2,3.452
LOW,LOW,1,4,1,0,2.872
LOW,LOW,0,5,3,1,4.086666666666667
LOW,LOW,0,0,3,1,4.1306666666666665
LOW,LOW,1,5,5,2,4.908
HIGH,HIGH,0,8,3,1,3.4026666666666667
LOW,LOW,0,4,4,1,1.194
LOW,LOW,1,2,2,0,3.282
LOW,LOW,0,4,3,1,4.332666666666666
LOW,LOW,1,3,2,1,2.33
LOW,LOW,1,0,5,2,4.868
LOW,LOW,1,1,3,1,3.248666666666667
LOW,LOW,1,2,2,0,3.302
HIGH,HIGH,0,6,3,1,0.9446666666666664
LOW,LOW,1,5,3,1,3.290666666666667
LOW,LOW,0,3,5,3,2.51
LOW,LOW,0,5,2,1,2.436
HIGH,HIGH,1,8,1,0,1.644
LOW,LOW,0,1,0,0,2.08
LOW,LOW,0,2,0,0,1.45
LOW,LOW,1,2,1,0,2.89
LOW,LOW,0,4,3,1,3.492666666666667
LOW,LOW,1,1,4,3,2.36
LOW,LOW,0,0,0,0,0.562
LOW,LOW,1,5,4,2,4.212
HIGH,HIGH,1,8,2,0,4.164
HIGH,HIGH,1,9,0,0,1.39
HIGH,HIGH,0,7,4,2,2.43
HIGH,HIGH,0,6,4,2,2.512
LOW,LOW,0,5,5,2,1.798
HIGH,HIGH,1,9,0,0,3.928
HIGH,HIGH,1,6,5,2,3.26
LOW,LOW,0,0,0,0,4.586
LOW,LOW,0,2,3,0,2.742
LOW,LOW,1,1,5,1,3.586
LOW,LOW,0,3,3,1,2.462666666666667
HIGH,HIGH,1,9,0,0,2.612
HIGH,HIGH,0,8,0,0,4.054
HIGH,HIGH,1,9,1,0,2.946
LOW,LOW,0,3,5,3,3.154
HIGH,HIGH,0,6,1,0,4.327999999999999
LOW,LOW,1,1,1,0,2.262
HIGH,HIGH,1,6,4,1,2.264
HIGH,HIGH,0,9,1,0,2.756
HIGH,HIGH,1,8,2,1,5.446
LOW,LOW,1,3,2,1,3.028
LOW,LOW,1,2,3,2,3.591333333333333
LOW,LOW,1,3,2,1,3.912
HIGH,HIGH,1,9,3,2,3.663333333333333
HIGH,HIGH,0,6,1,0,4.308
LOW,LOW,1,3,3,2,2.989333333333333
LOW,LOW,1,0,5,4,3.718
HIGH,HIGH,1,8,4,2,4.688
LOW,LOW,0,2,3,2,1.9433333333333331
HIGH,HIGH,1,7,1,0,3.796
LOW,LOW,0,2,1,0,3.024
LOW,LOW,0,4,4,3,2.298
HIGH,HIGH,1,7,2,0,7.374
HIGH,HIGH,0,9,0,0,1.802
LOW,LOW,1,4,2,0,3.504
LOW,LOW,0,1,3,2,4.095333333333333
LOW,LOW,0,1,2,1,2.16
LOW,LOW,0,0,4,2,4.052
HIGH,HIGH,0,8,1,0,3.678
HIGH,HIGH,1,7,5,2,2.948
LOW,LOW,0,4,3,1,4.080666666666667
HIGH,HIGH,0,7,2,0,2.11
LOW,LOW,1,5,5,4,5.592
LOW,LOW,0,3,3,3,4.192
LOW,LOW,0,0,4,2,6.89
HIGH,HIGH,0,6,4,3,5.208
LOW,LOW,0,2,5,5,3.88
LOW,LOW,0,3,0,0,5.348
LOW,LOW,0,3,5,2,6.646
LOW,LOW,0,4,4,4,8.432
LOW,LOW,1,4,3,2,3.619333333333333
HIGH,HIGH,1,6,1,0,4.456
LOW,LOW,0,3,5,5,6.92
LOW,LOW,1,5,5,0,0.3
LOW,LOW,1,1,3,0,0.984
HIGH,HIGH,1,7,0,0,1.02
HIGH,HIGH,1,8,4,0,0.644
HIGH,HIGH,1,6,3,0,0.966
LOW,LOW,1,3,3,0,1.214
LOW,LOW,1,0,0,0,1.594
LOW,LOW,1,2,0,0,0.6619999999999999
HIGH,HIGH,1,6,1,0,0.392
LOW,LOW,1,0,3,0,0.6
LOW,LOW,0,4,5,4,4.462
LOW,LOW,0,5,2,1,2.2419999999999995
HIGH,HIGH,1,9,1,0,5.485999999999999
HIGH,HIGH,0,6,0,0,1.118
HIGH,HIGH,1,6,1,0,2.918
LOW,LOW,1,2,1,0,1.554
HIGH,HIGH,0,7,0,0,3.286
LOW,LOW,1,0,1,0,2.858
HIGH,HIGH,1,7,1,0,2.874
LOW,LOW,0,1,5,2,3.478
HIGH,HIGH,1,7,4,2,3.28
LOW,LOW,0,0,5,2,4.746
LOW,LOW,1,5,1,0,3.964
HIGH,HIGH,1,8,1,0,2.574
HIGH,HIGH,1,9,1,0,4.434
LOW,LOW,0,3,5,2,5.090000000000001
LOW,LOW,1,2,2,1,3.57
HIGH,HIGH,0,7,4,1,2.762
LOW,LOW,1,5,3,1,5.2026666666666666
LOW,LOW,1,4,3,1,4.566666666666666
HIGH,HIGH,0,9,3,2,2.537333333333333
HIGH,HIGH,1,8,5,2,4.144
LOW,LOW,0,1,3,2,0.9693333333333332
HIGH,HIGH,1,9,4,1,4.236
HIGH,HIGH,1,7,1,1,1.212
HIGH,HIGH,0,9,2,1,1.22
HIGH,HIGH,1,6,0,0,1.554
HIGH,HIGH,1,7,0,0,0.998
HIGH,HIGH,0,6,1,0,1.504
LOW,LOW,0,3,4,2,3.114
HIGH,HIGH,1,8,1,0,0.8999999999999999
LOW,LOW,1,4,0,0,2.216
HIGH,HIGH,1,6,2,0,1.876
HIGH,HIGH,1,8,3,0,0.3
LOW,LOW,1,0,4,0,1.008
HIGH,HIGH,1,8,3,0,1.754
LOW,LOW,1,2,4,0,0.6739999999999999
LOW,LOW,1,1,1,0,0.0
LOW,LOW,1,3,2,0,0.604
HIGH,HIGH,1,9,4,0,0.6739999999999999
HIGH,HIGH,0,7,4,2,4.156
LOW,LOW,1,4,1,0,4.516
HIGH,HIGH,1,8,4,2,3.078
HIGH,HIGH,0,7,1,0,3.606
LOW,LOW,0,1,5,3,5.0760000000000005
HIGH,HIGH,0,9,0,0,6.54
HIGH,HIGH,1,6,1,0,0.3
HIGH,HIGH,0,8,0,0,2.69
LOW,LOW,0,4,5,2,1.254
HIGH,HIGH,1,6,4,1,4.558
HIGH,HIGH,0,7,2,2,9.057999999999998
HIGH,HIGH,1,7,2,1,9.377999999999998
HIGH,HIGH,1,9,3,2,6.239333333333334
HIGH,HIGH,0,8,3,2,7.897333333333333
HIGH,HIGH,1,8,4,3,6.53
HIGH,HIGH,1,9,4,3,5.24
LOW,LOW,0,3,1,0,5.707999999999999
LOW,LOW,1,4,1,0,6.478
HIGH,HIGH,1,8,0,0,4.83
HIGH,HIGH,1,9,2,1,6.486
LOW,LOW,1,0,2,0,0.6719999999999999
HIGH,HIGH,1,8,3,0,0.0
LOW,LOW,1,3,5,0,0.024
HIGH,HIGH,1,8,2,0,0.028
LOW,LOW,1,3,0,0,0.602
LOW,LOW,1,2,2,1,0.1
LOW,LOW,1,0,1,0,0.914
LOW,LOW,1,2,3,0,0.93
HIGH,HIGH,1,9,4,1,1.4540000000000002
LOW,LOW,1,1,5,1,1.008
HIGH,HIGH,1,7,2,0,0.64
HIGH,HIGH,1,6,3,0,0.924
LOW,LOW,1,5,0,0,1.252
HIGH,HIGH,1,9,1,0,0.978
LOW,LOW,1,5,1,0,1.224
LOW,LOW,1,4,4,0,0.3
LOW,LOW,1,3,1,0,1.308
LOW,LOW,1,5,2,0,0.1699999999999999
LOW,LOW,1,3,4,0,1.298
HIGH,HIGH,1,9,0,0,1.846
LOW,LOW,0,5,0,0,2.714
LOW,LOW,1,0,1,0,0.628
LOW,LOW,1,2,1,0,2.038
LOW,LOW,1,4,3,1,4.874666666666666
LOW,LOW,1,0,4,0,4.476
LOW,LOW,1,5,1,0,3.59
HIGH,HIGH,1,7,0,0,3.184
HIGH,HIGH,1,7,5,1,2.346
HIGH,HIGH,0,8,2,0,4.288
LOW,LOW,1,3,1,0,2.868
LOW,LOW,1,2,2,0,0.6659999999999999
HIGH,HIGH,1,9,5,0,0.056
LOW,LOW,1,1,3,0,0.3
HIGH,HIGH,1,6,0,0,1.63
HIGH,HIGH,1,6,1,0,0.3
HIGH,HIGH,1,7,0,0,0.906
LOW,LOW,1,3,5,0,0.0
HIGH,HIGH,1,8,2,0,1.3159999999999998
HIGH,HIGH,1,6,5,0,1.614
HIGH,HIGH,0,8,1,0,1.0699999999999998
LOW,LOW,1,0,4,1,3.816
HIGH,HIGH,1,8,5,1,2.42
HIGH,HIGH,0,9,1,0,4.670000000000001
LOW,LOW,1,0,4,1,2.99
LOW,LOW,0,4,1,0,3.348
LOW,LOW,1,3,5,3,1.114
HIGH,HIGH,0,9,1,0,3.338
LOW,LOW,1,4,4,2,2.02
HIGH,HIGH,1,6,3,1,3.9766666666666666
HIGH,HIGH,0,8,4,2,2.528
LOW,LOW,1,5,4,2,4.369999999999999
HIGH,HIGH,1,9,1,0,3.802
LOW,LOW,1,2,0,0,1.648
LOW,LOW,1,1,1,0,2.556
HIGH,HIGH,1,7,3,1,2.1106666666666665
LOW,LOW,1,1,0,0,0.944
LOW,LOW,1,3,5,1,1.98
LOW,LOW,0,0,3,1,1.5486666666666666
LOW,LOW,1,1,3,1,3.312666666666667
LOW,LOW,0,3,4,1,2.378
LOW,LOW,1,1,0,0,4.154
LOW,LOW,1,2,1,0,2.224
HIGH,HIGH,1,9,2,0,2.896
LOW,LOW,1,0,4,2,2.582
LOW,LOW,1,5,2,0,3.614
LOW,LOW,0,3,0,0,3.404
HIGH,HIGH,1,6,0,0,2.478
LOW,LOW,0,3,3,1,4.706666666666667
LOW,LOW,0,1,2,0,1.154
LOW,LOW,1,1,1,0,2.592
LOW,LOW,1,0,4,0,1.254
LOW,LOW,1,4,2,0,0.992
LOW,LOW,1,3,2,0,0.648
LOW,LOW,1,0,3,0,0.3319999999999999
LOW,LOW,1,3,4,0,1.906
HIGH,HIGH,1,6,3,0,0.3
LOW,LOW,1,1,0,0,0.01
LOW,LOW,1,5,2,0,0.944
HIGH,HIGH,1,6,1,0,0.024
HIGH,HIGH,1,9,0,0,1.908
HIGH,HIGH,1,7,3,2,2.6653333333333333
LOW,LOW,1,4,4,3,3.256
LOW,LOW,0,2,1,0,3.048
LOW,LOW,0,3,1,0,4.61
LOW,LOW,0,2,3,1,3.492666666666667
LOW,LOW,0,4,0,0,3.028
LOW,LOW,1,5,0,0,2.234
HIGH,HIGH,1,8,5,3,2.43
LOW,LOW,1,2,0,0,2.516
HIGH,HIGH,1,7,4,2,2.106
HIGH,HIGH,1,7,0,0,3.87
LOW,LOW,0,4,1,0,3.654
HIGH,HIGH,1,7,0,0,4.48
LOW,LOW,1,0,3,2,2.789333333333333
LOW,LOW,0,4,2,0,4.676
LOW,LOW,1,1,3,2,3.263333333333333
LOW,LOW,1,5,2,1,1.0579999999999998
HIGH,HIGH,1,7,0,0,4.178
LOW,LOW,1,3,2,1,1.356
LOW,LOW,0,2,1,0,3.018
LOW,LOW,0,3,2,1,2.51
LOW,LOW,1,1,5,3,4.0
HIGH,HIGH,0,7,3,1,2.546666666666667
LOW,LOW,0,5,0,0,4.652000000000001
HIGH,HIGH,0,7,0,0,1.424
LOW,LOW,0,5,4,1,4.359999999999999
LOW,LOW,1,4,1,0,2.02
LOW,LOW,1,3,2,0,2.214
LOW,LOW,1,5,1,0,4.54
HIGH,HIGH,1,9,5,2,3.876
LOW,LOW,1,2,4,0,5.128
LOW,LOW,1,0,0,0,0.6679999999999999
HIGH,HIGH,0,8,3,1,5.040666666666667
LOW,LOW,1,5,0,0,3.59
LOW,LOW,0,0,4,2,4.78
LOW,LOW,0,3,3,2,3.875333333333333
LOW,LOW,1,2,4,2,1.0559999999999998
LOW,LOW,1,0,4,2,2.016
HIGH,HIGH,0,6,0,0,5.0440000000000005
LOW,LOW,1,0,2,1,2.93
LOW,LOW,1,3,2,0,0.002
HIGH,HIGH,1,6,2,0,0.932
HIGH,HIGH,1,9,5,1,1.684
LOW,LOW,1,3,2,0,0.688
HIGH,HIGH,1,8,3,0,0.94
LOW,LOW,1,1,1,0,1.0259999999999998
LOW,LOW,1,3,4,0,0.708
HIGH,HIGH,1,9,1,0,0.3
HIGH,HIGH,1,7,2,0,1.56
LOW,LOW,1,0,5,0,0.356
HIGH,HIGH,1,8,5,3,2.996
LOW,LOW,0,0,2,0,3.804
LOW,LOW,1,0,2,1,3.022
HIGH,HIGH,0,6,4,2,3.444
LOW,LOW,1,0,1,0,2.614
HIGH,HIGH,1,6,2,0,1.974
HIGH,HIGH,0,9,4,1,4.031999999999999
LOW,LOW,1,4,2,0,2.57
LOW,LOW,1,5,0,0,3.816
LOW,LOW,0,2,5,1,1.196
LOW,LOW,0,3,4,1,2.816
LOW,LOW,0,4,5,2,3.804
HIGH,HIGH,1,8,4,2,4.94
LOW,LOW,1,4,4,2,4.34
LOW,LOW,1,2,1,0,2.3520000000000003
LOW,LOW,1,4,5,4,0.18
HIGH,HIGH,0,9,4,1,3.45
LOW,LOW,0,5,2,0,2.99
HIGH,HIGH,0,6,3,2,3.5153333333333334
HIGH,HIGH,0,9,1,0,6.214
LOW,LOW,1,3,4,0,0.636
LOW,LOW,1,3,3,0,0.3399999999999999
HIGH,HIGH,1,9,2,0,0.6
LOW,LOW,1,4,2,0,0.95
HIGH,HIGH,1,6,1,0,0.0999999999999999
LOW,LOW,1,1,4,0,0.968
HIGH,HIGH,1,6,3,0,0.946
HIGH,HIGH,1,6,5,0,1.97
LOW,LOW,1,5,5,0,0.6
LOW,LOW,1,3,0,0,0.974
LOW,LOW,1,2,3,2,8.883333333333333
LOW,LOW,0,1,2,1,6.06
HIGH,HIGH,1,7,5,4,7.528
LOW,LOW,0,1,3,1,6.362666666666667
LOW,LOW,0,5,0,0,6.774
HIGH,HIGH,0,6,3,1,5.070666666666667
HIGH,HIGH,0,6,0,0,5.51
LOW,LOW,0,5,3,1,3.484666666666667
LOW,LOW,0,1,5,3,4.734000000000001
LOW,LOW,1,1,2,1,6.152
LOW,LOW,1,2,0,0,4.238
LOW,LOW,1,0,3,1,3.970666666666667
HIGH,HIGH,1,7,3,1,4.926666666666666
LOW,LOW,0,3,2,1,2.936
LOW,LOW,0,5,1,0,4.272
LOW,LOW,1,5,5,2,0.506
HIGH,HIGH,0,7,0,0,1.146
LOW,LOW,1,0,5,2,2.658
LOW,LOW,0,3,1,0,2.32
LOW,LOW,1,4,3,2,5.657333333333333
LOW,LOW,0,0,5,3,1.5559999999999998
LOW,LOW,0,4,4,1,5.991999999999999
LOW,LOW,1,0,4,1,2.3
LOW,LOW,0,3,1,0,4.674
LOW,LOW,1,3,0,0,2.21
HIGH,HIGH,0,7,1,0,6.238
LOW,LOW,1,5,1,0,1.988
HIGH,HIGH,0,9,5,2,4.424
LOW,LOW,0,0,1,0,4.282
HIGH,HIGH,0,7,0,0,2.702
LOW,LOW,0,4,4,2,2.744
HIGH,HIGH,1,7,2,1,3.64
HIGH,HIGH,0,8,0,0,2.674
HIGH,HIGH,1,8,2,1,0.15
HIGH,HIGH,0,8,4,1,2.412
HIGH,HIGH,1,9,3,1,0.7406666666666666
LOW,LOW,1,3,2,0,2.52
HIGH,HIGH,0,6,0,0,4.392
HIGH,HIGH,1,8,3,1,3.8966666666666665
LOW,LOW,1,1,4,1,2.256
HIGH,HIGH,1,8,5,3,1.8140000000000005
LOW,LOW,1,0,5,4,3.052
LOW,LOW,0,0,2,0,4.367999999999999
LOW,LOW,0,2,2,0,3.686
HIGH,HIGH,0,8,0,0,2.108
HIGH,HIGH,0,6,2,1,5.116
HIGH,HIGH,0,8,3,2,3.117333333333333
HIGH,HIGH,1,6,3,0,4.524
LOW,LOW,0,0,2,1,4.021999999999999
HIGH,HIGH,1,9,5,2,3.3280000000000003
LOW,LOW,0,5,1,0,3.67
HIGH,HIGH,1,7,2,0,3.194
HIGH,HIGH,1,9,1,0,0.3999999999999999
HIGH,HIGH,0,8,5,2,4.446
HIGH,HIGH,1,7,0,0,0.0
HIGH,HIGH,0,8,2,0,2.76
LOW,LOW,1,3,0,0,2.678
HIGH,HIGH,1,6,2,0,2.012
LOW,LOW,1,4,2,1,2.268
LOW,LOW,1,2,3,1,1.338666666666667
HIGH,HIGH,1,6,3,1,3.8886666666666665
HIGH,HIGH,0,6,5,3,2.624
LOW,LOW,0,5,0,0,1.778
HIGH,HIGH,1,6,3,2,2.707333333333333
LOW,LOW,0,0,3,2,3.259333333333333
HIGH,HIGH,0,8,1,0,4.434
HIGH,HIGH,0,9,1,0,5.288
HIGH,HIGH,0,7,3,1,4.038666666666667
LOW,LOW,0,4,4,1,4.988
LOW,LOW,0,3,5,3,4.106
LOW,LOW,0,3,2,1,3.162
HIGH,HIGH,1,9,3,1,1.3306666666666669
LOW,LOW,0,2,4,2,4.392
LOW,LOW,1,3,2,0,3.338
LOW,LOW,1,4,0,0,4.5
LOW,LOW,1,1,1,0,2.274
LOW,LOW,0,2,0,0,0.776
HIGH,HIGH,1,9,2,1,1.7020000000000002
LOW,LOW,1,1,2,1,1.818
LOW,LOW,0,5,0,0,4.0
LOW,LOW,0,3,2,0,3.402
LOW,LOW,1,5,5,2,1.612
LOW,LOW,1,4,2,0,2.818
LOW,LOW,1,3,2,1,4.348
HIGH,HIGH,1,9,3,2,2.979333333333333
LOW,LOW,1,4,5,2,5.154
HIGH,HIGH,0,8,5,3,5.416
LOW,LOW,1,1,1,0,1.302
LOW,LOW,0,5,3,1,2.1606666666666667
HIGH,HIGH,0,7,3,1,1.2006666666666663
LOW,LOW,1,5,0,0,1.308
HIGH,HIGH,1,9,3,2,1.4353333333333331
LOW,LOW,1,2,1,0,3.78
LOW,LOW,1,4,0,0,2.024
LOW,LOW,1,4,2,0,2.598
HIGH,HIGH,1,8,4,3,3.012
LOW,LOW,0,5,1,0,1.428
HIGH,HIGH,0,6,3,2,1.2333333333333332
LOW,LOW,1,0,4,1,5.339999999999999
HIGH,HIGH,1,8,5,3,2.3440000000000003
HIGH,HIGH,1,9,2,1,5.829999999999999
LOW,LOW,0,5,5,3,5.526
LOW,LOW,0,1,1,0,5.093999999999999
LOW,LOW,0,2,2,1,3.9
LOW,LOW,0,5,3,2,5.417333333333334
HIGH,HIGH,0,7,5,2,6.648000000000001
LOW,LOW,1,5,1,0,6.098
LOW,LOW,0,3,2,2,6.878
LOW,LOW,1,5,4,2,6.802
LOW,LOW,1,0,2,1,5.865999999999999
LOW,LOW,0,3,0,0,2.996
LOW,LOW,0,5,3,1,3.388666666666667
HIGH,HIGH,1,7,1,0,4.56
HIGH,HIGH,1,7,5,3,0.876
LOW,LOW,0,4,5,2,1.182
LOW,LOW,0,3,4,1,3.412
HIGH,HIGH,0,9,4,2,4.061999999999999
HIGH,HIGH,1,9,0,0,3.262
LOW,LOW,1,3,2,0,1.986
LOW,LOW,0,2,2,1,4.127999999999999
HIGH,HIGH,1,6,5,1,3.238
HIGH,HIGH,0,6,2,0,5.949999999999999
LOW,LOW,0,0,5,1,3.052
LOW,LOW,1,1,3,1,1.5266666666666668
LOW,LOW,0,2,5,1,1.542
LOW,LOW,1,1,3,0,2.3360000000000003
LOW,LOW,0,4,5,2,3.4560000000000004
HIGH,HIGH,1,6,4,1,2.9679999999999995
HIGH,HIGH,0,7,3,1,4.442666666666666
LOW,LOW,0,5,3,1,2.472666666666667
LOW,LOW,1,1,0,0,2.182
LOW,LOW,1,5,3,1,4.814666666666667
LOW,LOW,1,1,4,2,2.716
LOW,LOW,0,5,0,0,1.986
LOW,LOW,0,1,0,0,1.844
LOW,LOW,1,5,0,0,2.562
HIGH,HIGH,0,6,0,0,1.73
HIGH,HIGH,0,7,0,0,4.614000000000001
LOW,LOW,1,2,5,2,3.66
HIGH,HIGH,0,9,1,0,2.384
LOW,LOW,1,2,5,3,4.305999999999999
LOW,LOW,0,2,5,3,1.6319999999999997
LOW,LOW,1,0,0,0,5.501999999999999
LOW,LOW,1,2,5,1,5.174
HIGH,HIGH,0,6,1,0,2.128
LOW,LOW,1,2,5,2,3.26
HIGH,HIGH,1,7,5,2,4.594
LOW,LOW,1,3,5,3,3.294
HIGH,HIGH,0,9,2,1,2.874
HIGH,HIGH,0,9,2,0,2.398
HIGH,HIGH,1,9,4,1,3.31
HIGH,HIGH,1,6,0,0,2.936
LOW,LOW,1,2,3,0,1.626
LOW,LOW,0,4,5,2,3.192
HIGH,HIGH,0,8,0,0,3.048
LOW,LOW,1,1,3,1,4.9286666666666665
HIGH,HIGH,1,7,5,2,2.026
LOW,LOW,1,0,3,1,2.0386666666666664
LOW,LOW,1,2,5,1,3.298
LOW,LOW,0,3,1,0,3.632
HIGH,HIGH,1,9,3,1,4.8406666666666665
HIGH,HIGH,1,6,2,1,3.612
HIGH,HIGH,1,8,4,1,2.624
LOW,LOW,1,5,5,1,3.556
HIGH,HIGH,1,7,3,1,4.1866666666666665
LOW,LOW,1,1,4,2,2.086
LOW,LOW,1,5,5,1,2.184
HIGH,HIGH,0,9,1,0,3.988
LOW,LOW,1,5,2,1,3.532
LOW,LOW,1,1,3,1,2.982666666666667
HIGH,HIGH,0,6,0,0,4.604000000000001
LOW,LOW,1,2,5,1,1.252
LOW,LOW,1,2,2,1,3.076
LOW,LOW,1,3,2,0,4.224
HIGH,HIGH,0,9,3,1,2.740666666666667
LOW,LOW,1,5,5,2,4.004
HIGH,HIGH,0,6,5,1,3.8
HIGH,HIGH,1,9,1,0,2.224
LOW,LOW,1,2,4,1,4.026
LOW,LOW,1,5,0,0,4.49
HIGH,HIGH,1,6,0,0,2.59
LOW,LOW,1,1,3,2,2.373333333333333
LOW,LOW,1,5,3,2,3.791333333333333
HIGH,HIGH,1,9,0,0,1.59
LOW,LOW,0,4,4,1,5.318
HIGH,HIGH,0,7,3,1,3.750666666666667
LOW,LOW,1,0,4,2,5.505999999999999
LOW,LOW,0,2,4,2,4.215999999999999
LOW,LOW,0,3,3,2,4.437333333333333
LOW,LOW,1,3,1,0,5.2
LOW,LOW,1,5,1,0,0.4299999999999999
HIGH,HIGH,1,8,2,1,5.805999999999999
LOW,LOW,1,0,3,1,1.6786666666666668
LOW,LOW,0,3,4,2,5.076
LOW,LOW,1,5,5,4,2.984
LOW,LOW,1,3,5,3,3.322
LOW,LOW,1,0,1,0,4.274
LOW,LOW,1,4,5,1,3.91
LOW,LOW,1,3,3,1,4.762666666666666
HIGH,HIGH,0,6,5,3,0.92
LOW,LOW,1,5,5,2,0.08
HIGH,HIGH,0,9,1,0,2.024
HIGH,HIGH,1,8,5,3,5.19
HIGH,HIGH,0,6,1,0,7.608
LOW,LOW,1,0,3,2,1.6853333333333331
LOW,LOW,1,4,1,0,2.268
HIGH,HIGH,0,8,4,2,3.846
HIGH,HIGH,1,7,3,2,5.581333333333333
HIGH,HIGH,0,7,4,1,3.462
HIGH,HIGH,0,6,0,0,3.386
LOW,LOW,1,0,4,3,3.342
HIGH,HIGH,0,7,2,0,0.4499999999999999
LOW,LOW,0,3,5,2,1.194
LOW,LOW,0,4,3,1,6.424666666666666
HIGH,HIGH,0,7,3,1,3.416666666666667
HIGH,HIGH,1,7,4,2,2.02
HIGH,HIGH,0,8,5,3,3.432
HIGH,HIGH,1,9,2,1,0.5
HIGH,HIGH,1,7,3,1,0.6666666666666666
HIGH,HIGH,0,6,4,2,5.5
LOW,LOW,0,3,2,1,3.234
LOW,LOW,1,0,3,1,4.506666666666667
LOW,LOW,0,2,2,1,1.17
